"","ID","NPGS site","variable","emission","year","value"
"1621",8,"Colorado, Fort Collins","bioc_5","SSP585","2081-2100",37.9100006103516
"1622",8,"Colorado, Fort Collins","bioc_6","SSP585","2081-2100",-4.04000000953674
"1623",8,"Colorado, Fort Collins","bioc_8","SSP585","2081-2100",18.3900000572205
"1624",8,"Colorado, Fort Collins","bioc_9","SSP585","2081-2100",2.93999999314547
"1625",8,"Colorado, Fort Collins","bioc_10","SSP585","2081-2100",28.2499998092651
"1626",8,"Colorado, Fort Collins","bioc_11","SSP585","2081-2100",4.4100000500679
"1627",8,"Colorado, Fort Collins","bioc_13","SSP585","2081-2100",63.4
"1628",8,"Colorado, Fort Collins","bioc_14","SSP585","2081-2100",10.6
"1629",8,"Colorado, Fort Collins","bioc_16","SSP585","2081-2100",168.9
"1630",8,"Colorado, Fort Collins","bioc_17","SSP585","2081-2100",36.7
"1631",8,"Colorado, Fort Collins","bioc_18","SSP585","2081-2100",122.7
"1632",8,"Colorado, Fort Collins","bioc_19","SSP585","2081-2100",36.7
"1633",9,"Texas, College Station","bioc_5","historic","1970-2000",35.3920021057129
"1634",9,"Texas, College Station","bioc_6","historic","1970-2000",3.44400000572205
"1635",9,"Texas, College Station","bioc_8","historic","1970-2000",23.5246677398682
"1636",9,"Texas, College Station","bioc_9","historic","1970-2000",28.3406677246094
"1637",9,"Texas, College Station","bioc_10","historic","1970-2000",28.3406677246094
"1638",9,"Texas, College Station","bioc_11","historic","1970-2000",10.8219995498657
"1639",9,"Texas, College Station","bioc_13","historic","1970-2000",125
"1640",9,"Texas, College Station","bioc_14","historic","1970-2000",53
"1641",9,"Texas, College Station","bioc_16","historic","1970-2000",311
"1642",9,"Texas, College Station","bioc_17","historic","1970-2000",209
"1643",9,"Texas, College Station","bioc_18","historic","1970-2000",209
"1644",9,"Texas, College Station","bioc_19","historic","1970-2000",227
"1645",9,"Texas, College Station","bioc_5","SSP126","2021-2040",37.1600002288818
"1646",9,"Texas, College Station","bioc_6","SSP126","2021-2040",5.13000001907349
"1647",9,"Texas, College Station","bioc_8","SSP126","2021-2040",24.8100002288818
"1648",9,"Texas, College Station","bioc_9","SSP126","2021-2040",28.9800003051758
"1649",9,"Texas, College Station","bioc_10","SSP126","2021-2040",30.089999961853
"1650",9,"Texas, College Station","bioc_11","SSP126","2021-2040",12.439999961853
"1651",9,"Texas, College Station","bioc_13","SSP126","2021-2040",129.1
"1652",9,"Texas, College Station","bioc_14","SSP126","2021-2040",54
"1653",9,"Texas, College Station","bioc_16","SSP126","2021-2040",314.1
"1654",9,"Texas, College Station","bioc_17","SSP126","2021-2040",208
"1655",9,"Texas, College Station","bioc_18","SSP126","2021-2040",209.6
"1656",9,"Texas, College Station","bioc_19","SSP126","2021-2040",229.7
"1657",9,"Texas, College Station","bioc_5","SSP126","2041-2060",37.6299995422363
"1658",9,"Texas, College Station","bioc_6","SSP126","2041-2060",5.50999999046326
"1659",9,"Texas, College Station","bioc_8","SSP126","2041-2060",25.6200000762939
"1660",9,"Texas, College Station","bioc_9","SSP126","2041-2060",28.0599998474121
"1661",9,"Texas, College Station","bioc_10","SSP126","2041-2060",30.4600002288818
"1662",9,"Texas, College Station","bioc_11","SSP126","2041-2060",12.9600001335144
"1663",9,"Texas, College Station","bioc_13","SSP126","2041-2060",128.1
"1664",9,"Texas, College Station","bioc_14","SSP126","2041-2060",53.4
"1665",9,"Texas, College Station","bioc_16","SSP126","2041-2060",315.6
"1666",9,"Texas, College Station","bioc_17","SSP126","2041-2060",207.5
"1667",9,"Texas, College Station","bioc_18","SSP126","2041-2060",209.8
"1668",9,"Texas, College Station","bioc_19","SSP126","2041-2060",230.1
"1669",9,"Texas, College Station","bioc_5","SSP126","2061-2080",37.5400001525879
"1670",9,"Texas, College Station","bioc_6","SSP126","2061-2080",5.62999997138977
"1671",9,"Texas, College Station","bioc_8","SSP126","2061-2080",25.410000038147
"1672",9,"Texas, College Station","bioc_9","SSP126","2061-2080",26.439999961853
"1673",9,"Texas, College Station","bioc_10","SSP126","2061-2080",30.510000038147
"1674",9,"Texas, College Station","bioc_11","SSP126","2061-2080",13.1199999809265
"1675",9,"Texas, College Station","bioc_13","SSP126","2061-2080",130.8
"1676",9,"Texas, College Station","bioc_14","SSP126","2061-2080",54
"1677",9,"Texas, College Station","bioc_16","SSP126","2061-2080",319.2
"1678",9,"Texas, College Station","bioc_17","SSP126","2061-2080",211.3
"1679",9,"Texas, College Station","bioc_18","SSP126","2061-2080",214.2
"1680",9,"Texas, College Station","bioc_19","SSP126","2061-2080",232
"1681",9,"Texas, College Station","bioc_5","SSP126","2081-2100",37.6099998474121
"1682",9,"Texas, College Station","bioc_6","SSP126","2081-2100",5.56999998092651
"1683",9,"Texas, College Station","bioc_8","SSP126","2081-2100",25.3900001525879
"1684",9,"Texas, College Station","bioc_9","SSP126","2081-2100",27.6900000572205
"1685",9,"Texas, College Station","bioc_10","SSP126","2081-2100",30.5299999237061
"1686",9,"Texas, College Station","bioc_11","SSP126","2081-2100",13.0099998474121
"1687",9,"Texas, College Station","bioc_13","SSP126","2081-2100",129.4
"1688",9,"Texas, College Station","bioc_14","SSP126","2081-2100",53.1
"1689",9,"Texas, College Station","bioc_16","SSP126","2081-2100",313.3
"1690",9,"Texas, College Station","bioc_17","SSP126","2081-2100",208.2
"1691",9,"Texas, College Station","bioc_18","SSP126","2081-2100",211.1
"1692",9,"Texas, College Station","bioc_19","SSP126","2081-2100",231.5
"1693",9,"Texas, College Station","bioc_5","SSP245","2021-2040",37.2500003814697
"1694",9,"Texas, College Station","bioc_6","SSP245","2021-2040",5.12999997138977
"1695",9,"Texas, College Station","bioc_8","SSP245","2021-2040",23.9900003433228
"1696",9,"Texas, College Station","bioc_9","SSP245","2021-2040",28.95
"1697",9,"Texas, College Station","bioc_10","SSP245","2021-2040",30.1300001144409
"1698",9,"Texas, College Station","bioc_11","SSP245","2021-2040",12.5699998855591
"1699",9,"Texas, College Station","bioc_13","SSP245","2021-2040",127.5
"1700",9,"Texas, College Station","bioc_14","SSP245","2021-2040",53.1
"1701",9,"Texas, College Station","bioc_16","SSP245","2021-2040",308.6
"1702",9,"Texas, College Station","bioc_17","SSP245","2021-2040",203.5
"1703",9,"Texas, College Station","bioc_18","SSP245","2021-2040",205.8
"1704",9,"Texas, College Station","bioc_19","SSP245","2021-2040",225.7
"1705",9,"Texas, College Station","bioc_5","SSP245","2041-2060",38.0500003814697
"1706",9,"Texas, College Station","bioc_6","SSP245","2041-2060",5.75999994277954
"1707",9,"Texas, College Station","bioc_8","SSP245","2041-2060",25.360000038147
"1708",9,"Texas, College Station","bioc_9","SSP245","2041-2060",27.9099999427795
"1709",9,"Texas, College Station","bioc_10","SSP245","2041-2060",30.7799997329712
"1710",9,"Texas, College Station","bioc_11","SSP245","2041-2060",13.1500000953674
"1711",9,"Texas, College Station","bioc_13","SSP245","2041-2060",131.2
"1712",9,"Texas, College Station","bioc_14","SSP245","2041-2060",52
"1713",9,"Texas, College Station","bioc_16","SSP245","2041-2060",317.5
"1714",9,"Texas, College Station","bioc_17","SSP245","2041-2060",206.7
"1715",9,"Texas, College Station","bioc_18","SSP245","2041-2060",212.2
"1716",9,"Texas, College Station","bioc_19","SSP245","2041-2060",229.2
"1717",9,"Texas, College Station","bioc_5","SSP245","2061-2080",38.4500003814697
"1718",9,"Texas, College Station","bioc_6","SSP245","2061-2080",6.20000004768372
"1719",9,"Texas, College Station","bioc_8","SSP245","2061-2080",25.9299997329712
"1720",9,"Texas, College Station","bioc_9","SSP245","2061-2080",25.0799998283386
"1721",9,"Texas, College Station","bioc_10","SSP245","2061-2080",31.410000038147
"1722",9,"Texas, College Station","bioc_11","SSP245","2061-2080",13.6
"1723",9,"Texas, College Station","bioc_13","SSP245","2061-2080",127
"1724",9,"Texas, College Station","bioc_14","SSP245","2061-2080",53.2
"1725",9,"Texas, College Station","bioc_16","SSP245","2061-2080",304
"1726",9,"Texas, College Station","bioc_17","SSP245","2061-2080",203.8
"1727",9,"Texas, College Station","bioc_18","SSP245","2061-2080",211.9
"1728",9,"Texas, College Station","bioc_19","SSP245","2061-2080",231.2
"1729",9,"Texas, College Station","bioc_5","SSP245","2081-2100",38.8
"1730",9,"Texas, College Station","bioc_6","SSP245","2081-2100",6.52999992370605
"1731",9,"Texas, College Station","bioc_8","SSP245","2081-2100",26.5800003051758
"1732",9,"Texas, College Station","bioc_9","SSP245","2081-2100",30.499999332428
"1733",9,"Texas, College Station","bioc_10","SSP245","2081-2100",31.6999996185303
"1734",9,"Texas, College Station","bioc_11","SSP245","2081-2100",13.9099999427795
"1735",9,"Texas, College Station","bioc_13","SSP245","2081-2100",127.6
"1736",9,"Texas, College Station","bioc_14","SSP245","2081-2100",53.8
"1737",9,"Texas, College Station","bioc_16","SSP245","2081-2100",309
"1738",9,"Texas, College Station","bioc_17","SSP245","2081-2100",206.9
"1739",9,"Texas, College Station","bioc_18","SSP245","2081-2100",214.5
"1740",9,"Texas, College Station","bioc_19","SSP245","2081-2100",231.4
"1741",9,"Texas, College Station","bioc_5","SSP370","2021-2040",37.2599990844727
"1742",9,"Texas, College Station","bioc_6","SSP370","2021-2040",5.10999999046326
"1743",9,"Texas, College Station","bioc_8","SSP370","2021-2040",25.1099998474121
"1744",9,"Texas, College Station","bioc_9","SSP370","2021-2040",28.9799997329712
"1745",9,"Texas, College Station","bioc_10","SSP370","2021-2040",30.1099998474121
"1746",9,"Texas, College Station","bioc_11","SSP370","2021-2040",12.5100001335144
"1747",9,"Texas, College Station","bioc_13","SSP370","2021-2040",129.3
"1748",9,"Texas, College Station","bioc_14","SSP370","2021-2040",51.7
"1749",9,"Texas, College Station","bioc_16","SSP370","2021-2040",314.5
"1750",9,"Texas, College Station","bioc_17","SSP370","2021-2040",205.7
"1751",9,"Texas, College Station","bioc_18","SSP370","2021-2040",207.6
"1752",9,"Texas, College Station","bioc_19","SSP370","2021-2040",226.7
"1753",9,"Texas, College Station","bioc_5","SSP370","2041-2060",38.2200000762939
"1754",9,"Texas, College Station","bioc_6","SSP370","2041-2060",5.82000002861023
"1755",9,"Texas, College Station","bioc_8","SSP370","2041-2060",25.6500001907349
"1756",9,"Texas, College Station","bioc_9","SSP370","2041-2060",28.0799999237061
"1757",9,"Texas, College Station","bioc_10","SSP370","2041-2060",31.010000038147
"1758",9,"Texas, College Station","bioc_11","SSP370","2041-2060",13.289999961853
"1759",9,"Texas, College Station","bioc_13","SSP370","2041-2060",128.6
"1760",9,"Texas, College Station","bioc_14","SSP370","2041-2060",52.1
"1761",9,"Texas, College Station","bioc_16","SSP370","2041-2060",310.5
"1762",9,"Texas, College Station","bioc_17","SSP370","2041-2060",202
"1763",9,"Texas, College Station","bioc_18","SSP370","2041-2060",205.7
"1764",9,"Texas, College Station","bioc_19","SSP370","2041-2060",228.2
"1765",9,"Texas, College Station","bioc_5","SSP370","2061-2080",39.3900001525879
"1766",9,"Texas, College Station","bioc_6","SSP370","2061-2080",6.81000008583069
"1767",9,"Texas, College Station","bioc_8","SSP370","2061-2080",26.089999961853
"1768",9,"Texas, College Station","bioc_9","SSP370","2061-2080",27.3200002670288
"1769",9,"Texas, College Station","bioc_10","SSP370","2061-2080",32.0799999237061
"1770",9,"Texas, College Station","bioc_11","SSP370","2061-2080",14.160000038147
"1771",9,"Texas, College Station","bioc_13","SSP370","2061-2080",130.5
"1772",9,"Texas, College Station","bioc_14","SSP370","2061-2080",50.9
"1773",9,"Texas, College Station","bioc_16","SSP370","2061-2080",309.6
"1774",9,"Texas, College Station","bioc_17","SSP370","2061-2080",202
"1775",9,"Texas, College Station","bioc_18","SSP370","2061-2080",209
"1776",9,"Texas, College Station","bioc_19","SSP370","2061-2080",226.8
"1777",9,"Texas, College Station","bioc_5","SSP370","2081-2100",40.5599998474121
"1778",9,"Texas, College Station","bioc_6","SSP370","2081-2100",7.74999990463257
"1779",9,"Texas, College Station","bioc_8","SSP370","2081-2100",27.5
"1780",9,"Texas, College Station","bioc_9","SSP370","2081-2100",28.8499994277954
"1781",9,"Texas, College Station","bioc_10","SSP370","2081-2100",33.2000003814697
"1782",9,"Texas, College Station","bioc_11","SSP370","2081-2100",15.0199998855591
"1783",9,"Texas, College Station","bioc_13","SSP370","2081-2100",136.6
"1784",9,"Texas, College Station","bioc_14","SSP370","2081-2100",49.9
"1785",9,"Texas, College Station","bioc_16","SSP370","2081-2100",310.1
"1786",9,"Texas, College Station","bioc_17","SSP370","2081-2100",195.6
"1787",9,"Texas, College Station","bioc_18","SSP370","2081-2100",206.5
"1788",9,"Texas, College Station","bioc_19","SSP370","2081-2100",226.7
"1789",9,"Texas, College Station","bioc_5","SSP585","2021-2040",37.3599998474121
"1790",9,"Texas, College Station","bioc_6","SSP585","2021-2040",5.09000000953674
"1791",9,"Texas, College Station","bioc_8","SSP585","2021-2040",25.0900001525879
"1792",9,"Texas, College Station","bioc_9","SSP585","2021-2040",27.2700000762939
"1793",9,"Texas, College Station","bioc_10","SSP585","2021-2040",30.139999961853
"1794",9,"Texas, College Station","bioc_11","SSP585","2021-2040",12.5300000190735
"1795",9,"Texas, College Station","bioc_13","SSP585","2021-2040",131
"1796",9,"Texas, College Station","bioc_14","SSP585","2021-2040",53.9
"1797",9,"Texas, College Station","bioc_16","SSP585","2021-2040",317
"1798",9,"Texas, College Station","bioc_17","SSP585","2021-2040",206.7
"1799",9,"Texas, College Station","bioc_18","SSP585","2021-2040",208.8
"1800",9,"Texas, College Station","bioc_19","SSP585","2021-2040",229.7
"1801",9,"Texas, College Station","bioc_5","SSP585","2041-2060",38.5299999237061
"1802",9,"Texas, College Station","bioc_6","SSP585","2041-2060",6.06000003814697
"1803",9,"Texas, College Station","bioc_8","SSP585","2041-2060",25.3299999237061
"1804",9,"Texas, College Station","bioc_9","SSP585","2041-2060",26.639999961853
"1805",9,"Texas, College Station","bioc_10","SSP585","2041-2060",31.2699998855591
"1806",9,"Texas, College Station","bioc_11","SSP585","2041-2060",13.5199998855591
"1807",9,"Texas, College Station","bioc_13","SSP585","2041-2060",133.3
"1808",9,"Texas, College Station","bioc_14","SSP585","2041-2060",50.6
"1809",9,"Texas, College Station","bioc_16","SSP585","2041-2060",315.8
"1810",9,"Texas, College Station","bioc_17","SSP585","2041-2060",200.8
"1811",9,"Texas, College Station","bioc_18","SSP585","2041-2060",208.7
"1812",9,"Texas, College Station","bioc_19","SSP585","2041-2060",225.4
"1813",9,"Texas, College Station","bioc_5","SSP585","2061-2080",39.8499996185303
"1814",9,"Texas, College Station","bioc_6","SSP585","2061-2080",7.3
"1815",9,"Texas, College Station","bioc_8","SSP585","2061-2080",26.5199998855591
"1816",9,"Texas, College Station","bioc_9","SSP585","2061-2080",29.6099994659424
"1817",9,"Texas, College Station","bioc_10","SSP585","2061-2080",32.589999961853
"1818",9,"Texas, College Station","bioc_11","SSP585","2061-2080",14.6699999809265
"1819",9,"Texas, College Station","bioc_13","SSP585","2061-2080",132
"1820",9,"Texas, College Station","bioc_14","SSP585","2061-2080",51.7
"1821",9,"Texas, College Station","bioc_16","SSP585","2061-2080",310.7
"1822",9,"Texas, College Station","bioc_17","SSP585","2061-2080",203.4
"1823",9,"Texas, College Station","bioc_18","SSP585","2061-2080",216
"1824",9,"Texas, College Station","bioc_19","SSP585","2061-2080",227.4
"1825",9,"Texas, College Station","bioc_5","SSP585","2081-2100",41.5600009918213
"1826",9,"Texas, College Station","bioc_6","SSP585","2081-2100",8.3600001335144
"1827",9,"Texas, College Station","bioc_8","SSP585","2081-2100",28.460000038147
"1828",9,"Texas, College Station","bioc_9","SSP585","2081-2100",30.439999961853
"1829",9,"Texas, College Station","bioc_10","SSP585","2081-2100",34.3
"1830",9,"Texas, College Station","bioc_11","SSP585","2081-2100",15.8399998664856
"1831",9,"Texas, College Station","bioc_13","SSP585","2081-2100",134.2
"1832",9,"Texas, College Station","bioc_14","SSP585","2081-2100",49.2
"1833",9,"Texas, College Station","bioc_16","SSP585","2081-2100",303.7
"1834",9,"Texas, College Station","bioc_17","SSP585","2081-2100",189.7
"1835",9,"Texas, College Station","bioc_18","SSP585","2081-2100",204.2
"1836",9,"Texas, College Station","bioc_19","SSP585","2081-2100",225
"1837",10,"Iowa, Ames","bioc_5","historic","1970-2000",29.7959995269775
"1838",10,"Iowa, Ames","bioc_6","historic","1970-2000",-13.076000213623
"1839",10,"Iowa, Ames","bioc_8","historic","1970-2000",20.3600006103516
"1840",10,"Iowa, Ames","bioc_9","historic","1970-2000",-5.72399997711182
"1841",10,"Iowa, Ames","bioc_10","historic","1970-2000",22.3966674804688
"1842",10,"Iowa, Ames","bioc_11","historic","1970-2000",-5.72399997711182
"1843",10,"Iowa, Ames","bioc_13","historic","1970-2000",128
"1844",10,"Iowa, Ames","bioc_14","historic","1970-2000",20
"1845",10,"Iowa, Ames","bioc_16","historic","1970-2000",338
"1846",10,"Iowa, Ames","bioc_17","historic","1970-2000",73
"1847",10,"Iowa, Ames","bioc_18","historic","1970-2000",338
"1848",10,"Iowa, Ames","bioc_19","historic","1970-2000",73
"1849",10,"Iowa, Ames","bioc_5","SSP126","2021-2040",32.3400001525879
"1850",10,"Iowa, Ames","bioc_6","SSP126","2021-2040",-10.3800000190735
"1851",10,"Iowa, Ames","bioc_8","SSP126","2021-2040",23.510000038147
"1852",10,"Iowa, Ames","bioc_9","SSP126","2021-2040",-5.45000009536743
"1853",10,"Iowa, Ames","bioc_10","SSP126","2021-2040",24.5900001525879
"1854",10,"Iowa, Ames","bioc_11","SSP126","2021-2040",-3.22000002861023
"1855",10,"Iowa, Ames","bioc_13","SSP126","2021-2040",131.5
"1856",10,"Iowa, Ames","bioc_14","SSP126","2021-2040",20.9
"1857",10,"Iowa, Ames","bioc_16","SSP126","2021-2040",342.7
"1858",10,"Iowa, Ames","bioc_17","SSP126","2021-2040",76.5
"1859",10,"Iowa, Ames","bioc_18","SSP126","2021-2040",330.2
"1860",10,"Iowa, Ames","bioc_19","SSP126","2021-2040",76.5
"1861",10,"Iowa, Ames","bioc_5","SSP126","2041-2060",32.9399997711182
"1862",10,"Iowa, Ames","bioc_6","SSP126","2041-2060",-9.47000012397766
"1863",10,"Iowa, Ames","bioc_8","SSP126","2041-2060",23.1799999237061
"1864",10,"Iowa, Ames","bioc_9","SSP126","2041-2060",-4.6099999666214
"1865",10,"Iowa, Ames","bioc_10","SSP126","2041-2060",25.1499998092651
"1866",10,"Iowa, Ames","bioc_11","SSP126","2041-2060",-2.38000001460314
"1867",10,"Iowa, Ames","bioc_13","SSP126","2041-2060",128.4
"1868",10,"Iowa, Ames","bioc_14","SSP126","2041-2060",21.3
"1869",10,"Iowa, Ames","bioc_16","SSP126","2041-2060",343.2
"1870",10,"Iowa, Ames","bioc_17","SSP126","2041-2060",77.7
"1871",10,"Iowa, Ames","bioc_18","SSP126","2041-2060",325.3
"1872",10,"Iowa, Ames","bioc_19","SSP126","2041-2060",77.7
"1873",10,"Iowa, Ames","bioc_5","SSP126","2061-2080",33.1699996948242
"1874",10,"Iowa, Ames","bioc_6","SSP126","2061-2080",-9.11000008583069
"1875",10,"Iowa, Ames","bioc_8","SSP126","2061-2080",22.3200000762939
"1876",10,"Iowa, Ames","bioc_9","SSP126","2061-2080",-4.26000003814697
"1877",10,"Iowa, Ames","bioc_10","SSP126","2061-2080",25.3799999237061
"1878",10,"Iowa, Ames","bioc_11","SSP126","2061-2080",-2.01000001132488
"1879",10,"Iowa, Ames","bioc_13","SSP126","2061-2080",128
"1880",10,"Iowa, Ames","bioc_14","SSP126","2061-2080",21
"1881",10,"Iowa, Ames","bioc_16","SSP126","2061-2080",340.3
"1882",10,"Iowa, Ames","bioc_17","SSP126","2061-2080",78.2
"1883",10,"Iowa, Ames","bioc_18","SSP126","2061-2080",320.6
"1884",10,"Iowa, Ames","bioc_19","SSP126","2061-2080",78.2
"1885",10,"Iowa, Ames","bioc_5","SSP126","2081-2100",33.1199995040894
"1886",10,"Iowa, Ames","bioc_6","SSP126","2081-2100",-9.23999996185303
"1887",10,"Iowa, Ames","bioc_8","SSP126","2081-2100",22.210000038147
"1888",10,"Iowa, Ames","bioc_9","SSP126","2081-2100",-4.42000000476837
"1889",10,"Iowa, Ames","bioc_10","SSP126","2081-2100",25.2799999237061
"1890",10,"Iowa, Ames","bioc_11","SSP126","2081-2100",-2.13000001907349
"1891",10,"Iowa, Ames","bioc_13","SSP126","2081-2100",129.2
"1892",10,"Iowa, Ames","bioc_14","SSP126","2081-2100",21.4
"1893",10,"Iowa, Ames","bioc_16","SSP126","2081-2100",343.2
"1894",10,"Iowa, Ames","bioc_17","SSP126","2081-2100",77.7
"1895",10,"Iowa, Ames","bioc_18","SSP126","2081-2100",323.7
"1896",10,"Iowa, Ames","bioc_19","SSP126","2081-2100",77.7
"1897",10,"Iowa, Ames","bioc_5","SSP245","2021-2040",32.4099996566772
"1898",10,"Iowa, Ames","bioc_6","SSP245","2021-2040",-10.3700000762939
"1899",10,"Iowa, Ames","bioc_8","SSP245","2021-2040",23.289999961853
"1900",10,"Iowa, Ames","bioc_9","SSP245","2021-2040",-5.4400000333786
"1901",10,"Iowa, Ames","bioc_10","SSP245","2021-2040",24.6700000762939
"1902",10,"Iowa, Ames","bioc_11","SSP245","2021-2040",-3.16000000238419
"1903",10,"Iowa, Ames","bioc_13","SSP245","2021-2040",128
"1904",10,"Iowa, Ames","bioc_14","SSP245","2021-2040",21.1
"1905",10,"Iowa, Ames","bioc_16","SSP245","2021-2040",339.3
"1906",10,"Iowa, Ames","bioc_17","SSP245","2021-2040",76.7
"1907",10,"Iowa, Ames","bioc_18","SSP245","2021-2040",326.3
"1908",10,"Iowa, Ames","bioc_19","SSP245","2021-2040",76.7
"1909",10,"Iowa, Ames","bioc_5","SSP245","2041-2060",33.4499992370605
"1910",10,"Iowa, Ames","bioc_6","SSP245","2041-2060",-9.04000010490418
"1911",10,"Iowa, Ames","bioc_8","SSP245","2041-2060",23.0999998092651
"1912",10,"Iowa, Ames","bioc_9","SSP245","2041-2060",-4.27000000476837
"1913",10,"Iowa, Ames","bioc_10","SSP245","2041-2060",25.6800003051758
"1914",10,"Iowa, Ames","bioc_11","SSP245","2041-2060",-1.97999999523163
"1915",10,"Iowa, Ames","bioc_13","SSP245","2041-2060",128
"1916",10,"Iowa, Ames","bioc_14","SSP245","2041-2060",21.6
"1917",10,"Iowa, Ames","bioc_16","SSP245","2041-2060",338.8
"1918",10,"Iowa, Ames","bioc_17","SSP245","2041-2060",78.8
"1919",10,"Iowa, Ames","bioc_18","SSP245","2041-2060",321
"1920",10,"Iowa, Ames","bioc_19","SSP245","2041-2060",78.8
"1921",10,"Iowa, Ames","bioc_5","SSP245","2061-2080",34.0799999237061
"1922",10,"Iowa, Ames","bioc_6","SSP245","2061-2080",-7.86999998092651
"1923",10,"Iowa, Ames","bioc_8","SSP245","2061-2080",22.4399997711182
"1924",10,"Iowa, Ames","bioc_9","SSP245","2061-2080",-3.19000000357628
"1925",10,"Iowa, Ames","bioc_10","SSP245","2061-2080",26.2899997711182
"1926",10,"Iowa, Ames","bioc_11","SSP245","2061-2080",-1.08999997749925
"1927",10,"Iowa, Ames","bioc_13","SSP245","2061-2080",128.3
"1928",10,"Iowa, Ames","bioc_14","SSP245","2061-2080",21.8
"1929",10,"Iowa, Ames","bioc_16","SSP245","2061-2080",345.1
"1930",10,"Iowa, Ames","bioc_17","SSP245","2061-2080",80.6
"1931",10,"Iowa, Ames","bioc_18","SSP245","2061-2080",322
"1932",10,"Iowa, Ames","bioc_19","SSP245","2061-2080",80.6
"1933",10,"Iowa, Ames","bioc_5","SSP245","2081-2100",34.65
"1934",10,"Iowa, Ames","bioc_6","SSP245","2081-2100",-7.19000012874603
"1935",10,"Iowa, Ames","bioc_8","SSP245","2081-2100",21.610000038147
"1936",10,"Iowa, Ames","bioc_9","SSP245","2081-2100",-2.57999999523163
"1937",10,"Iowa, Ames","bioc_10","SSP245","2081-2100",26.839999961853
"1938",10,"Iowa, Ames","bioc_11","SSP245","2081-2100",-0.520000004768372
"1939",10,"Iowa, Ames","bioc_13","SSP245","2081-2100",127.5
"1940",10,"Iowa, Ames","bioc_14","SSP245","2081-2100",21.9
"1941",10,"Iowa, Ames","bioc_16","SSP245","2081-2100",342.3
"1942",10,"Iowa, Ames","bioc_17","SSP245","2081-2100",80.6
"1943",10,"Iowa, Ames","bioc_18","SSP245","2081-2100",314.1
"1944",10,"Iowa, Ames","bioc_19","SSP245","2081-2100",80.6
"1945",10,"Iowa, Ames","bioc_5","SSP370","2021-2040",32.4099996566772
"1946",10,"Iowa, Ames","bioc_6","SSP370","2021-2040",-10.389999961853
"1947",10,"Iowa, Ames","bioc_8","SSP370","2021-2040",22.8400001525879
"1948",10,"Iowa, Ames","bioc_9","SSP370","2021-2040",-5.4400000333786
"1949",10,"Iowa, Ames","bioc_10","SSP370","2021-2040",24.7100002288818
"1950",10,"Iowa, Ames","bioc_11","SSP370","2021-2040",-3.23000001907349
"1951",10,"Iowa, Ames","bioc_13","SSP370","2021-2040",129.8
"1952",10,"Iowa, Ames","bioc_14","SSP370","2021-2040",21
"1953",10,"Iowa, Ames","bioc_16","SSP370","2021-2040",341.5
"1954",10,"Iowa, Ames","bioc_17","SSP370","2021-2040",76.8
"1955",10,"Iowa, Ames","bioc_18","SSP370","2021-2040",327.8
"1956",10,"Iowa, Ames","bioc_19","SSP370","2021-2040",76.8
"1957",10,"Iowa, Ames","bioc_5","SSP370","2041-2060",33.4599998474121
"1958",10,"Iowa, Ames","bioc_6","SSP370","2041-2060",-9.04000000953674
"1959",10,"Iowa, Ames","bioc_8","SSP370","2041-2060",24.3000001907349
"1960",10,"Iowa, Ames","bioc_9","SSP370","2041-2060",-4.26000008583069
"1961",10,"Iowa, Ames","bioc_10","SSP370","2041-2060",25.7900001525879
"1962",10,"Iowa, Ames","bioc_11","SSP370","2041-2060",-1.96000002324581
"1963",10,"Iowa, Ames","bioc_13","SSP370","2041-2060",128.5
"1964",10,"Iowa, Ames","bioc_14","SSP370","2041-2060",21
"1965",10,"Iowa, Ames","bioc_16","SSP370","2041-2060",343.8
"1966",10,"Iowa, Ames","bioc_17","SSP370","2041-2060",78.9
"1967",10,"Iowa, Ames","bioc_18","SSP370","2041-2060",324.8
"1968",10,"Iowa, Ames","bioc_19","SSP370","2041-2060",78.9
"1969",10,"Iowa, Ames","bioc_5","SSP370","2061-2080",34.9099998474121
"1970",10,"Iowa, Ames","bioc_6","SSP370","2061-2080",-7.1199999332428
"1971",10,"Iowa, Ames","bioc_8","SSP370","2061-2080",22.0900001525879
"1972",10,"Iowa, Ames","bioc_9","SSP370","2061-2080",-2.55999998748302
"1973",10,"Iowa, Ames","bioc_10","SSP370","2061-2080",27.2300001144409
"1974",10,"Iowa, Ames","bioc_11","SSP370","2061-2080",-0.489999981224537
"1975",10,"Iowa, Ames","bioc_13","SSP370","2061-2080",129.3
"1976",10,"Iowa, Ames","bioc_14","SSP370","2061-2080",22.4
"1977",10,"Iowa, Ames","bioc_16","SSP370","2061-2080",343.2
"1978",10,"Iowa, Ames","bioc_17","SSP370","2061-2080",81.9
"1979",10,"Iowa, Ames","bioc_18","SSP370","2061-2080",311.1
"1980",10,"Iowa, Ames","bioc_19","SSP370","2061-2080",81.9
"1981",10,"Iowa, Ames","bioc_5","SSP370","2081-2100",36.6099998474121
"1982",10,"Iowa, Ames","bioc_6","SSP370","2081-2100",-5.42000000476837
"1983",10,"Iowa, Ames","bioc_8","SSP370","2081-2100",22.060000038147
"1984",10,"Iowa, Ames","bioc_9","SSP370","2081-2100",-0.989999988675118
"1985",10,"Iowa, Ames","bioc_10","SSP370","2081-2100",28.739999961853
