ID,variable,emission,year,value
8,prec,ssp245,2021-2040,33.52083206176758
9,prec,ssp245,2021-2040,84.60416412353516
10,prec,ssp245,2021-2040,71.39583587646484
11,prec,ssp245,2021-2040,85.58333587646484
12,prec,ssp245,2021-2040,106.89583587646484
13,prec,ssp245,2021-2040,82.83333587646484
14,prec,ssp245,2021-2040,67.85416412353516
15,prec,ssp245,2021-2040,111.27083587646484
16,prec,ssp245,2021-2040,78
17,prec,ssp245,2021-2040,97.60416412353516
18,prec,ssp245,2021-2040,92.89583587646484
19,prec,ssp245,2021-2040,33.0625
20,prec,ssp245,2021-2040,16.45833396911621
21,prec,ssp245,2021-2040,142
22,prec,ssp245,2021-2040,95.5
23,prec,ssp245,2021-2040,7.541666507720947
24,prec,ssp245,2021-2040,28.85416603088379
1,tmax,ssp245,2041-2060,19.237499237060547
2,tmax,ssp245,2041-2060,16.808334350585938
3,tmax,ssp245,2041-2060,18.24791717529297
4,tmax,ssp245,2041-2060,25.625
5,tmax,ssp245,2041-2060,26.89583396911621
6,tmax,ssp245,2041-2060,28.491666793823242
7,tmax,ssp245,2041-2060,26.683334350585938
8,tmax,ssp245,2041-2060,20.289583206176758
9,tmax,ssp245,2041-2060,28.870834350585938
10,tmax,ssp245,2041-2060,18.452083587646484
11,tmax,ssp245,2041-2060,20.06041717529297
12,tmax,ssp245,2041-2060,25.15416717529297
13,tmax,ssp245,2041-2060,20.420833587646484
14,tmax,ssp245,2041-2060,14.425000190734863
15,tmax,ssp245,2041-2060,25.118749618530273
16,tmax,ssp245,2041-2060,16.556249618530273
17,tmax,ssp245,2041-2060,21.785417556762695
18,tmax,ssp245,2041-2060,22.299999237060547
19,tmax,ssp245,2041-2060,19.883333206176758
20,tmax,ssp245,2041-2060,19.743749618530273
21,tmax,ssp245,2041-2060,32.79375076293945
22,tmax,ssp245,2041-2060,31.212499618530273
23,tmax,ssp245,2041-2060,33.81458282470703
24,tmax,ssp245,2041-2060,25.94791603088379
1,tmin,ssp245,2041-2060,7.347916603088379
2,tmin,ssp245,2041-2060,4.518750190734863
3,tmin,ssp245,2041-2060,2.831249952316284
4,tmin,ssp245,2041-2060,10.254166603088379
5,tmin,ssp245,2041-2060,11.908332824707031
6,tmin,ssp245,2041-2060,12.554166793823242
7,tmin,ssp245,2041-2060,19.054166793823242
8,tmin,ssp245,2041-2060,4.008333206176758
9,tmin,ssp245,2041-2060,16.102083206176758
10,tmin,ssp245,2041-2060,6.360416889190674
11,tmin,ssp245,2041-2060,8.710416793823242
12,tmin,ssp245,2041-2060,13.454166412353516
13,tmin,ssp245,2041-2060,8.545833587646484
14,tmin,ssp245,2041-2060,4.554166793823242
15,tmin,ssp245,2041-2060,12.443750381469727
16,tmin,ssp245,2041-2060,6.168749809265137
17,tmin,ssp245,2041-2060,9.895833015441895
18,tmin,ssp245,2041-2060,10.552083015441895
19,tmin,ssp245,2041-2060,6.375
20,tmin,ssp245,2041-2060,5.993750095367432
21,tmin,ssp245,2041-2060,20.21666717529297
22,tmin,ssp245,2041-2060,24.06458282470703
23,tmin,ssp245,2041-2060,16.297916412353516
24,tmin,ssp245,2041-2060,13.256250381469727
1,prec,ssp245,2041-2060,96.75
2,prec,ssp245,2041-2060,47.97916793823242
3,prec,ssp245,2041-2060,20.58333396911621
4,prec,ssp245,2041-2060,42.0625
5,prec,ssp245,2041-2060,24.375
6,prec,ssp245,2041-2060,26.54166603088379
7,prec,ssp245,2041-2060,204.9583282470703
8,prec,ssp245,2041-2060,33.4375
9,prec,ssp245,2041-2060,84.875
10,prec,ssp245,2041-2060,71.70833587646484
11,prec,ssp245,2041-2060,86.39583587646484
12,prec,ssp245,2041-2060,107.89583587646484
13,prec,ssp245,2041-2060,83.83333587646484
14,prec,ssp245,2041-2060,68.14583587646484
15,prec,ssp245,2041-2060,111.04166412353516
16,prec,ssp245,2041-2060,78.6875
17,prec,ssp245,2041-2060,98.47916412353516
18,prec,ssp245,2041-2060,93.75
19,prec,ssp245,2041-2060,33.625
20,prec,ssp245,2041-2060,16.6875
21,prec,ssp245,2041-2060,138.8541717529297
22,prec,ssp245,2041-2060,93.3125
23,prec,ssp245,2041-2060,7.375
24,prec,ssp245,2041-2060,28.33333396911621
1,tmax,ssp245,2061-2080,19.72083282470703
2,tmax,ssp245,2061-2080,17.37291717529297
3,tmax,ssp245,2061-2080,18.983333587646484
4,tmax,ssp245,2061-2080,26.164583206176758
5,tmax,ssp245,2061-2080,27.602083206176758
6,tmax,ssp245,2061-2080,29.102083206176758
7,tmax,ssp245,2061-2080,27.085416793823242
8,tmax,ssp245,2061-2080,21
9,tmax,ssp245,2061-2080,29.42708396911621
10,tmax,ssp245,2061-2080,19.27083396911621
11,tmax,ssp245,2061-2080,20.758333206176758
12,tmax,ssp245,2061-2080,25.65833282470703
13,tmax,ssp245,2061-2080,21.06041717529297
14,tmax,ssp245,2061-2080,15.110416412353516
15,tmax,ssp245,2061-2080,25.59375
16,tmax,ssp245,2061-2080,17.206249237060547
17,tmax,ssp245,2061-2080,22.356250762939453
18,tmax,ssp245,2061-2080,22.86458396911621
19,tmax,ssp245,2061-2080,20.42708396911621
20,tmax,ssp245,2061-2080,20.274999618530273
21,tmax,ssp245,2061-2080,33.20833206176758
22,tmax,ssp245,2061-2080,31.579166412353516
23,tmax,ssp245,2061-2080,34.46458435058594
24,tmax,ssp245,2061-2080,26.514583587646484
1,tmin,ssp245,2061-2080,7.822916507720947
2,tmin,ssp245,2061-2080,5.068749904632568
3,tmin,ssp245,2061-2080,3.5208332538604736
4,tmin,ssp245,2061-2080,10.745833396911621
5,tmin,ssp245,2061-2080,12.458333015441895
6,tmin,ssp245,2061-2080,13.081250190734863
7,tmin,ssp245,2061-2080,19.44791603088379
8,tmin,ssp245,2061-2080,4.633333206176758
9,tmin,ssp245,2061-2080,16.608333587646484
10,tmin,ssp245,2061-2080,7.118750095367432
11,tmin,ssp245,2061-2080,9.383333206176758
12,tmin,ssp245,2061-2080,13.983333587646484
13,tmin,ssp245,2061-2080,9.168749809265137
14,tmin,ssp245,2061-2080,5.264583587646484
15,tmin,ssp245,2061-2080,12.925000190734863
16,tmin,ssp245,2061-2080,6.8416666984558105
17,tmin,ssp245,2061-2080,10.462499618530273
18,tmin,ssp245,2061-2080,11.122916221618652
19,tmin,ssp245,2061-2080,6.902083396911621
20,tmin,ssp245,2061-2080,6.514583110809326
21,tmin,ssp245,2061-2080,20.62708282470703
22,tmin,ssp245,2061-2080,24.429166793823242
23,tmin,ssp245,2061-2080,16.835416793823242
24,tmin,ssp245,2061-2080,13.739583015441895
1,prec,ssp245,2061-2080,98.1875
2,prec,ssp245,2061-2080,48.75
3,prec,ssp245,2061-2080,20.66666603088379
4,prec,ssp245,2061-2080,41.5
5,prec,ssp245,2061-2080,23.60416603088379
6,prec,ssp245,2061-2080,25.54166603088379
7,prec,ssp245,2061-2080,204.0625
8,prec,ssp245,2061-2080,33.16666793823242
9,prec,ssp245,2061-2080,84.66666412353516
10,prec,ssp245,2061-2080,70.72916412353516
11,prec,ssp245,2061-2080,86.97916412353516
12,prec,ssp245,2061-2080,108.97916412353516
13,prec,ssp245,2061-2080,84.45833587646484
14,prec,ssp245,2061-2080,68.66666412353516
15,prec,ssp245,2061-2080,111.22916412353516
16,prec,ssp245,2061-2080,80.10416412353516
17,prec,ssp245,2061-2080,99.22916412353516
18,prec,ssp245,2061-2080,94.47916412353516
19,prec,ssp245,2061-2080,34.1875
20,prec,ssp245,2061-2080,17
21,prec,ssp245,2061-2080,135.4166717529297
22,prec,ssp245,2061-2080,90.45833587646484
23,prec,ssp245,2061-2080,7.229166507720947
24,prec,ssp245,2061-2080,27.35416603088379
1,tmax,ssp245,2081-2100,20.204166412353516
2,tmax,ssp245,2081-2100,17.96875
3,tmax,ssp245,2081-2100,19.639583587646484
4,tmax,ssp245,2081-2100,26.62291717529297
5,tmax,ssp245,2081-2100,28.108333587646484
6,tmax,ssp245,2081-2100,29.597917556762695
7,tmax,ssp245,2081-2100,27.42708396911621
8,tmax,ssp245,2081-2100,21.52916717529297
9,tmax,ssp245,2081-2100,29.87708282470703
10,tmax,ssp245,2081-2100,19.850000381469727
11,tmax,ssp245,2081-2100,21.258333206176758
12,tmax,ssp245,2081-2100,26.05208396911621
13,tmax,ssp245,2081-2100,21.539583206176758
14,tmax,ssp245,2081-2100,15.683333396911621
