# http://192.168.88.243:3838/npgsClimate/ --workers 50 --loaded-duration-minutes 2 --output-dir run2
# {"appUrl":"http://192.168.88.243:3838/npgsClimate/","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"run2","overwriteOutput":false,"recordingPath":"recording.log","workers":50}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
38,38,0,PLAYER_SESSION_CREATE,1669236385092,0,
38,38,0,REQ_HOME_START,1669236385092,4,
38,38,0,REQ_HOME_END,1669236385398,4,
38,38,0,REQ_GET_START,1669236385398,5,
38,38,0,REQ_GET_END,1669236385404,5,
38,38,0,REQ_GET_START,1669236385404,6,
38,38,0,REQ_GET_END,1669236385406,6,
38,38,0,REQ_GET_START,1669236385406,7,
38,38,0,REQ_GET_END,1669236385416,7,
38,38,0,REQ_GET_START,1669236385416,8,
38,38,0,REQ_GET_END,1669236385424,8,
38,38,0,REQ_GET_START,1669236385424,9,
38,38,0,REQ_GET_END,1669236385428,9,
38,38,0,REQ_GET_START,1669236385428,10,
38,38,0,REQ_GET_END,1669236385430,10,
38,38,0,REQ_GET_START,1669236385430,11,
38,38,0,REQ_GET_END,1669236385431,11,
38,38,0,REQ_GET_START,1669236385431,12,
38,38,0,REQ_GET_END,1669236385432,12,
38,38,0,REQ_GET_START,1669236385432,13,
38,38,0,REQ_GET_END,1669236385434,13,
38,38,0,REQ_GET_START,1669236385434,14,
38,38,0,REQ_GET_END,1669236385437,14,
38,38,0,REQ_GET_START,1669236385437,15,
38,38,0,REQ_GET_END,1669236385438,15,
38,38,0,REQ_GET_START,1669236385438,16,
38,38,0,REQ_GET_END,1669236385441,16,
38,38,0,REQ_GET_START,1669236385441,17,
38,38,0,REQ_GET_END,1669236385444,17,
38,38,0,REQ_GET_START,1669236385444,18,
38,38,0,REQ_GET_END,1669236385450,18,
38,38,0,REQ_GET_START,1669236385450,19,
38,38,0,REQ_GET_END,1669236385452,19,
38,38,0,REQ_GET_START,1669236385452,20,
38,38,0,REQ_GET_END,1669236385453,20,
38,38,0,REQ_GET_START,1669236385453,21,
38,38,0,REQ_GET_END,1669236385458,21,
38,38,0,REQ_GET_START,1669236385458,22,
38,38,0,REQ_GET_END,1669236385459,22,
38,38,0,REQ_GET_START,1669236385459,23,
38,38,0,REQ_GET_END,1669236385461,23,
38,38,0,REQ_GET_START,1669236385461,24,
38,38,0,REQ_GET_END,1669236385462,24,
38,38,0,REQ_GET_START,1669236385462,25,
38,38,0,REQ_GET_END,1669236385471,25,
38,38,0,REQ_GET_START,1669236385471,26,
38,38,0,REQ_GET_END,1669236385472,26,
38,38,0,REQ_GET_START,1669236385472,27,
38,38,0,REQ_GET_END,1669236385477,27,
38,38,0,REQ_GET_START,1669236385477,28,
38,38,0,REQ_GET_END,1669236385479,28,
38,38,0,REQ_GET_START,1669236385479,29,
38,38,0,REQ_GET_END,1669236385480,29,
38,38,0,REQ_GET_START,1669236385480,30,
38,38,0,REQ_GET_END,1669236385486,30,
38,38,0,REQ_GET_START,1669236385486,31,
38,38,0,REQ_GET_END,1669236385491,31,
