# http://192.168.88.243:3838/npgsClimate/ --workers 50 --loaded-duration-minutes 2 --output-dir run2
# {"appUrl":"http://192.168.88.243:3838/npgsClimate/","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"run2","overwriteOutput":false,"recordingPath":"recording.log","workers":50}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
27,27,0,PLAYER_SESSION_CREATE,1669236355732,0,
27,27,0,REQ_HOME_START,1669236355732,4,
27,27,0,REQ_HOME_END,1669236356099,4,
27,27,0,REQ_GET_START,1669236356099,5,
27,27,0,REQ_GET_END,1669236356105,5,
27,27,0,REQ_GET_START,1669236356105,6,
27,27,0,REQ_GET_END,1669236356106,6,
27,27,0,REQ_GET_START,1669236356106,7,
27,27,0,REQ_GET_END,1669236356116,7,
27,27,0,REQ_GET_START,1669236356116,8,
27,27,0,REQ_GET_END,1669236356124,8,
27,27,0,REQ_GET_START,1669236356124,9,
27,27,0,REQ_GET_END,1669236356129,9,
27,27,0,REQ_GET_START,1669236356129,10,
27,27,0,REQ_GET_END,1669236356130,10,
27,27,0,REQ_GET_START,1669236356130,11,
27,27,0,REQ_GET_END,1669236356132,11,
27,27,0,REQ_GET_START,1669236356132,12,
27,27,0,REQ_GET_END,1669236356133,12,
27,27,0,REQ_GET_START,1669236356133,13,
27,27,0,REQ_GET_END,1669236356134,13,
27,27,0,REQ_GET_START,1669236356134,14,
27,27,0,REQ_GET_END,1669236356138,14,
27,27,0,REQ_GET_START,1669236356138,15,
27,27,0,REQ_GET_END,1669236356139,15,
27,27,0,REQ_GET_START,1669236356139,16,
27,27,0,REQ_GET_END,1669236356142,16,
27,27,0,REQ_GET_START,1669236356142,17,
27,27,0,REQ_GET_END,1669236356145,17,
27,27,0,REQ_GET_START,1669236356145,18,
27,27,0,REQ_GET_END,1669236356150,18,
27,27,0,REQ_GET_START,1669236356150,19,
27,27,0,REQ_GET_END,1669236356152,19,
27,27,0,REQ_GET_START,1669236356152,20,
27,27,0,REQ_GET_END,1669236356153,20,
27,27,0,REQ_GET_START,1669236356153,21,
27,27,0,REQ_GET_END,1669236356157,21,
27,27,0,REQ_GET_START,1669236356157,22,
27,27,0,REQ_GET_END,1669236356158,22,
27,27,0,REQ_GET_START,1669236356158,23,
27,27,0,REQ_GET_END,1669236356159,23,
27,27,0,REQ_GET_START,1669236356159,24,
27,27,0,REQ_GET_END,1669236356160,24,
27,27,0,REQ_GET_START,1669236356160,25,
27,27,0,REQ_GET_END,1669236356167,25,
27,27,0,REQ_GET_START,1669236356167,26,
27,27,0,REQ_GET_END,1669236356168,26,
27,27,0,REQ_GET_START,1669236356168,27,
27,27,0,REQ_GET_END,1669236356172,27,
27,27,0,REQ_GET_START,1669236356172,28,
27,27,0,REQ_GET_END,1669236356173,28,
27,27,0,REQ_GET_START,1669236356173,29,
27,27,0,REQ_GET_END,1669236356174,29,
27,27,0,REQ_GET_START,1669236356174,30,
27,27,0,REQ_GET_END,1669236356178,30,
27,27,0,REQ_GET_START,1669236356178,31,
27,27,0,REQ_GET_END,1669236356182,31,
27,27,0,REQ_GET_START,1669236356182,32,
27,27,0,REQ_GET_END,1669236356185,32,
27,27,0,REQ_GET_START,1669236356185,33,
27,27,0,REQ_GET_END,1669236356186,33,
27,27,0,REQ_GET_START,1669236356186,34,
27,27,0,REQ_GET_END,1669236356193,34,
27,27,0,REQ_SINF_START,1669236356193,35,
27,27,0,REQ_SINF_END,1669236356193,35,
27,27,0,WS_OPEN_START,1669236356193,36,
27,27,0,WS_OPEN_END,1669236356195,36,
27,27,0,WS_RECV_START,1669236356195,37,
27,27,0,WS_RECV_END,1669236356195,37,
27,27,0,PLAYBACK_SLEEPBEFORE_START,1669236356195,38,
27,27,0,PLAYBACK_SLEEPBEFORE_END,1669236356197,38,
27,27,0,WS_SEND_START,1669236356197,38,
27,27,0,WS_SEND_END,1669236356197,38,
27,27,0,PLAYBACK_SLEEPBEFORE_START,1669236356197,39,
27,27,0,PLAYBACK_SLEEPBEFORE_END,1669236356204,39,
27,27,0,WS_SEND_START,1669236356204,39,
27,27,0,WS_SEND_END,1669236356205,39,
27,27,0,WS_RECV_INIT_START,1669236356205,40,
27,27,0,WS_RECV_INIT_END,1669236356205,40,
27,27,0,WS_RECV_START,1669236356205,41,
27,27,0,WS_RECV_END,1669236356757,41,
27,27,0,PLAYBACK_SLEEPBEFORE_START,1669236356757,42,
27,27,0,PLAYBACK_SLEEPBEFORE_END,1669236356768,42,
27,27,0,REQ_GET_START,1669236356768,42,
27,27,0,REQ_GET_END,1669236356770,42,
27,27,0,PLAYBACK_SLEEPBEFORE_START,1669236356770,43,
27,27,0,PLAYBACK_SLEEPBEFORE_END,1669236356777,43,
27,27,0,REQ_GET_START,1669236356777,43,
27,27,0,REQ_GET_END,1669236356778,43,
27,27,0,PLAYBACK_SLEEPBEFORE_START,1669236356778,44,
27,27,0,PLAYBACK_SLEEPBEFORE_END,1669236356782,44,
27,27,0,REQ_GET_START,1669236356782,44,
27,27,0,REQ_GET_END,1669236356787,44,
27,27,0,PLAYBACK_SLEEPBEFORE_START,1669236356787,45,
27,27,0,PLAYBACK_SLEEPBEFORE_END,1669236356898,45,
27,27,0,REQ_GET_START,1669236356898,45,
27,27,0,REQ_GET_END,1669236356900,45,
27,27,0,PLAYBACK_SLEEPBEFORE_START,1669236356900,46,
27,27,0,PLAYBACK_SLEEPBEFORE_END,1669236401930,46,
27,27,0,REQ_GET_START,1669236401930,46,
27,27,0,REQ_GET_END,1669236401932,46,
27,27,0,PLAYBACK_SLEEPBEFORE_START,1669236401932,47,
27,27,0,PLAYBACK_SLEEPBEFORE_END,1669236407262,47,
27,27,0,REQ_GET_START,1669236407262,47,
27,27,0,REQ_GET_END,1669236407264,47,
27,27,0,PLAYBACK_SLEEPBEFORE_START,1669236407264,48,
27,27,0,PLAYBACK_SLEEPBEFORE_END,1669236407271,48,
27,27,0,REQ_GET_START,1669236407271,48,
27,27,0,REQ_GET_END,1669236407361,48,
27,27,0,PLAYBACK_SLEEPBEFORE_START,1669236407361,49,
27,27,0,PLAYBACK_SLEEPBEFORE_END,1669236407923,49,
27,27,0,WS_SEND_START,1669236407923,49,
27,27,0,WS_SEND_END,1669236407923,49,
27,27,0,PLAYBACK_SLEEPBEFORE_START,1669236407923,50,
27,27,0,PLAYBACK_SLEEPBEFORE_END,1669236407924,50,
27,27,0,WS_SEND_START,1669236407924,50,
27,27,0,WS_SEND_END,1669236407924,50,
27,27,0,WS_SEND_START,1669236407924,51,
27,27,0,WS_SEND_END,1669236407924,51,
27,27,0,PLAYBACK_SLEEPBEFORE_START,1669236407924,52,
