# http://192.168.88.243:3838/npgsClimate/ --workers 5 --loaded-duration-minutes 2 --output-dir run1
# {"appUrl":"http://192.168.88.243:3838/npgsClimate/","debugLog":false,"loadedDurationMinutes":2.0,"logLevel":"WARN","outputDir":"run1","overwriteOutput":false,"recordingPath":"recording.log","workers":5}
session_id,worker_id,iteration,event,timestamp,input_line_number,comment
5,0,1,PLAYER_SESSION_CREATE,1669235657436,0,
5,0,1,REQ_HOME_START,1669235657436,4,
5,0,1,REQ_HOME_END,1669235657738,4,
5,0,1,REQ_GET_START,1669235657738,5,
5,0,1,REQ_GET_END,1669235657745,5,
5,0,1,REQ_GET_START,1669235657745,6,
5,0,1,REQ_GET_END,1669235657747,6,
5,0,1,REQ_GET_START,1669235657747,7,
5,0,1,REQ_GET_END,1669235657758,7,
5,0,1,REQ_GET_START,1669235657758,8,
5,0,1,REQ_GET_END,1669235657766,8,
5,0,1,REQ_GET_START,1669235657766,9,
5,0,1,REQ_GET_END,1669235657772,9,
5,0,1,REQ_GET_START,1669235657772,10,
5,0,1,REQ_GET_END,1669235657774,10,
5,0,1,REQ_GET_START,1669235657774,11,
5,0,1,REQ_GET_END,1669235657776,11,
5,0,1,REQ_GET_START,1669235657776,12,
5,0,1,REQ_GET_END,1669235657777,12,
5,0,1,REQ_GET_START,1669235657777,13,
5,0,1,REQ_GET_END,1669235657779,13,
5,0,1,REQ_GET_START,1669235657779,14,
5,0,1,REQ_GET_END,1669235657783,14,
5,0,1,REQ_GET_START,1669235657783,15,
5,0,1,REQ_GET_END,1669235657784,15,
5,0,1,REQ_GET_START,1669235657784,16,
5,0,1,REQ_GET_END,1669235657787,16,
5,0,1,REQ_GET_START,1669235657787,17,
5,0,1,REQ_GET_END,1669235657791,17,
5,0,1,REQ_GET_START,1669235657791,18,
5,0,1,REQ_GET_END,1669235657798,18,
5,0,1,REQ_GET_START,1669235657798,19,
5,0,1,REQ_GET_END,1669235657801,19,
5,0,1,REQ_GET_START,1669235657801,20,
5,0,1,REQ_GET_END,1669235657803,20,
5,0,1,REQ_GET_START,1669235657803,21,
5,0,1,REQ_GET_END,1669235657809,21,
5,0,1,REQ_GET_START,1669235657809,22,
5,0,1,REQ_GET_END,1669235657812,22,
5,0,1,REQ_GET_START,1669235657812,23,
5,0,1,REQ_GET_END,1669235657816,23,
5,0,1,REQ_GET_START,1669235657816,24,
5,0,1,REQ_GET_END,1669235657818,24,
5,0,1,REQ_GET_START,1669235657818,25,
5,0,1,REQ_GET_END,1669235657831,25,
5,0,1,REQ_GET_START,1669235657831,26,
5,0,1,REQ_GET_END,1669235657834,26,
5,0,1,REQ_GET_START,1669235657834,27,
5,0,1,REQ_GET_END,1669235657842,27,
5,0,1,REQ_GET_START,1669235657842,28,
5,0,1,REQ_GET_END,1669235657844,28,
5,0,1,REQ_GET_START,1669235657844,29,
5,0,1,REQ_GET_END,1669235657847,29,
5,0,1,REQ_GET_START,1669235657847,30,
5,0,1,REQ_GET_END,1669235657855,30,
5,0,1,REQ_GET_START,1669235657855,31,
5,0,1,REQ_GET_END,1669235657861,31,
5,0,1,REQ_GET_START,1669235657861,32,
5,0,1,REQ_GET_END,1669235657867,32,
5,0,1,REQ_GET_START,1669235657867,33,
5,0,1,REQ_GET_END,1669235657869,33,
5,0,1,REQ_GET_START,1669235657869,34,
5,0,1,REQ_GET_END,1669235657882,34,
5,0,1,REQ_SINF_START,1669235657882,35,
5,0,1,REQ_SINF_END,1669235657882,35,
5,0,1,WS_OPEN_START,1669235657882,36,
5,0,1,WS_OPEN_END,1669235657884,36,
5,0,1,WS_RECV_START,1669235657884,37,
5,0,1,WS_RECV_END,1669235657884,37,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1669235657884,38,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1669235657886,38,
5,0,1,WS_SEND_START,1669235657886,38,
5,0,1,WS_SEND_END,1669235657886,38,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1669235657886,39,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1669235657893,39,
5,0,1,WS_SEND_START,1669235657893,39,
5,0,1,WS_SEND_END,1669235657893,39,
5,0,1,WS_RECV_INIT_START,1669235657893,40,
5,0,1,WS_RECV_INIT_END,1669235657893,40,
5,0,1,WS_RECV_START,1669235657893,41,
5,0,1,WS_RECV_END,1669235658432,41,
5,0,1,PLAYBACK_SLEEPBEFORE_START,1669235658432,42,
5,0,1,PLAYBACK_SLEEPBEFORE_END,1669235658443,42,
